hour_of_day,day_of_week,party_size,tables_occupied,tables_total,queue_length,avg_party_size_ahead,occupancy_rate,is_peak_hour,is_weekend,wait_minutes
14,3,3,3,28,5,4.16,0.107,1,0,5.4
22,4,3,7,28,7,1.63,0.25,1,0,2.3
19,0,4,4,28,2,3.65,0.143,1,0,7.1
14,0,5,7,28,14,4.14,0.25,1,0,5.1
17,5,4,24,28,11,3.41,0.857,0,1,114.2
21,6,2,22,28,2,3.87,0.786,1,1,15.8
12,0,2,21,28,1,2.88,0.75,0,0,7.4
14,4,6,9,28,12,4.84,0.321,1,0,6.2
14,3,2,2,28,4,1.62,0.071,1,0,7.1
19,0,5,18,28,11,2.46,0.643,1,0,61.3
17,2,3,11,28,11,4.3,0.393,0,0,7.7
16,5,2,19,28,11,4.21,0.679,0,1,46.3
18,0,3,8,28,8,1.64,0.286,0,0,4.3
18,0,1,0,28,4,4.31,0.0,0,0,7.9
20,5,4,22,28,7,2.08,0.786,1,1,72.6
18,0,4,16,28,11,4.51,0.571,0,0,33.4
21,0,2,3,28,11,2.79,0.107,1,0,2.3
14,1,3,8,28,6,1.96,0.286,1,0,6.9
22,2,2,13,28,7,3.66,0.464,1,0,6.3
14,4,6,1,28,2,3.08,0.036,1,0,5.9
17,0,4,13,28,13,2.24,0.464,0,0,5.2
18,3,4,4,28,13,1.71,0.143,0,0,8.0
14,5,3,5,28,2,1.86,0.179,1,1,6.7
13,3,2,0,28,10,2.23,0.0,1,0,2.2
15,3,4,12,28,7,4.75,0.429,1,0,5.2
15,3,8,11,28,2,3.76,0.393,1,0,2.2
21,5,4,8,28,0,4.66,0.286,1,1,5.1
11,5,5,10,28,2,4.82,0.357,0,1,7.6
14,4,2,23,28,9,4.25,0.821,1,0,64.3
16,6,2,13,28,4,3.67,0.464,0,1,2.9
19,3,1,6,28,8,1.58,0.214,1,0,5.7
22,6,3,15,28,14,2.12,0.536,1,1,60.5
13,1,2,21,28,13,1.72,0.75,1,0,73.3
15,2,3,14,28,0,4.01,0.5,1,0,5.0
20,1,4,10,28,5,2.46,0.357,1,0,3.0
13,6,6,20,28,6,3.54,0.714,1,1,56.4
18,2,2,21,28,6,3.74,0.75,0,0,20.8
14,4,4,5,28,14,4.42,0.179,1,0,4.0
12,6,3,12,28,4,3.62,0.429,0,1,6.5
15,6,3,23,28,8,1.92,0.821,1,1,87.0
22,5,2,19,28,1,3.81,0.679,1,1,5.0
15,1,3,2,28,0,3.0,0.071,1,0,2.6
17,5,4,22,28,13,2.54,0.786,0,1,88.9
18,2,1,22,28,14,2.88,0.786,0,0,59.0
21,4,2,14,28,4,3.35,0.5,1,0,7.3
21,5,3,2,28,5,2.31,0.071,1,1,7.2
22,2,4,12,28,12,2.61,0.429,1,0,7.8
21,5,2,5,28,0,4.9,0.179,1,1,7.9
11,6,2,20,28,0,2.78,0.714,0,1,5.0
13,0,3,22,28,13,4.04,0.786,1,0,100.6
17,3,4,13,28,4,4.76,0.464,0,0,3.6
20,3,4,22,28,6,4.53,0.786,1,0,48.7
22,2,4,17,28,13,2.02,0.607,1,0,59.3
14,5,4,6,28,3,2.7,0.214,1,1,4.6
16,2,4,20,28,1,3.44,0.714,0,0,5.0
11,6,4,0,28,1,3.01,0.0,0,1,3.2
12,1,4,13,28,3,2.53,0.464,0,0,7.7
22,6,3,22,28,7,3.28,0.786,1,1,61.9
18,1,2,8,28,1,4.06,0.286,0,0,6.0
15,2,6,1,28,0,3.53,0.036,1,0,3.4
15,0,6,1,28,2,3.05,0.036,1,0,2.7
16,2,2,15,28,12,4.73,0.536,0,0,26.0
20,1,2,15,28,9,4.48,0.536,1,0,20.7
22,5,4,10,28,3,3.23,0.357,1,1,2.7
22,5,5,21,28,4,2.87,0.75,1,1,42.3
22,6,2,6,28,14,2.62,0.214,1,1,2.2
20,1,1,10,28,5,4.13,0.357,1,0,7.6
16,0,4,0,28,4,1.99,0.0,0,0,3.3
16,1,4,11,28,3,3.08,0.393,0,0,6.5
22,3,5,1,28,1,2.6,0.036,1,0,4.3
16,2,4,0,28,7,2.6,0.0,0,0,5.6
12,2,4,9,28,14,4.97,0.321,0,0,4.7
17,3,2,2,28,6,2.63,0.071,0,0,5.3
19,6,3,17,28,8,2.97,0.607,1,1,40.4
14,6,4,4,28,6,3.53,0.143,1,1,5.0
14,1,2,3,28,5,1.75,0.107,1,0,2.6
11,4,2,6,28,8,2.81,0.214,0,0,6.5
15,2,4,9,28,0,4.8,0.321,1,0,5.2
12,4,3,0,28,12,3.86,0.0,0,0,2.0
15,5,2,19,28,8,4.93,0.679,1,1,45.8
16,6,3,15,28,3,4.65,0.536,0,1,8.4
21,5,3,1,28,6,3.05,0.036,1,1,4.9
18,2,6,24,28,7,1.56,0.857,0,0,76.3
17,6,3,19,28,7,3.77,0.679,0,1,30.6
14,3,2,1,28,12,4.54,0.036,1,0,3.4
22,0,3,16,28,4,1.97,0.571,1,0,11.8
21,1,5,8,28,14,3.39,0.286,1,0,3.3
18,4,10,5,28,12,4.4,0.179,0,0,5.6
22,6,4,10,28,7,2.08,0.357,1,1,4.4
14,2,3,12,28,3,3.19,0.429,1,0,7.6
17,0,3,15,28,10,3.41,0.536,0,0,26.6
22,5,2,0,28,1,2.45,0.0,1,1,8.0
11,0,6,14,28,3,4.58,0.5,0,0,7.0
16,0,3,6,28,6,1.65,0.214,0,0,5.6
16,6,3,19,28,13,3.7,0.679,0,1,54.6
17,6,2,22,28,4,4.49,0.786,0,1,27.0
18,2,5,14,28,0,2.2,0.5,0,0,5.0
20,3,2,12,28,1,2.73,0.429,1,0,3.3
20,3,4,6,28,3,4.1,0.214,1,0,4.0
19,3,2,14,28,11,3.08,0.5,1,0,31.8
13,3,3,16,28,6,2.13,0.571,1,0,14.2
17,0,5,13,28,6,3.34,0.464,0,0,3.3
15,3,2,14,28,4,2.95,0.5,1,0,12.9
16,5,5,9,28,2,3.58,0.321,0,1,3.1
15,5,2,6,28,0,1.8,0.214,1,1,3.7
13,5,2,24,28,12,4.71,0.857,1,1,120.0
14,5,5,6,28,6,4.0,0.214,1,1,5.8
14,5,1,3,28,10,3.88,0.107,1,1,4.8
16,6,2,19,28,3,2.43,0.679,0,1,12.6
16,6,6,14,28,7,2.61,0.5,0,1,24.0
21,1,4,3,28,10,3.73,0.107,1,0,7.6
13,5,3,5,28,11,2.34,0.179,1,1,3.2
19,2,2,6,28,5,1.63,0.214,1,0,7.5
17,0,2,3,28,7,1.67,0.107,0,0,2.7
20,6,2,0,28,3,3.08,0.0,1,1,5.5
18,1,2,23,28,10,3.95,0.821,0,0,59.1
20,0,2,7,28,5,3.27,0.25,1,0,7.3
18,1,2,6,28,9,2.91,0.214,0,0,2.1
21,0,3,13,28,12,1.76,0.464,1,0,3.0
14,4,4,16,28,9,3.1,0.571,1,0,40.1
19,6,3,20,28,11,3.7,0.714,1,1,75.8
20,5,4,19,28,0,3.91,0.679,1,1,5.0
11,4,2,0,28,8,4.67,0.0,0,0,2.2
16,6,2,2,28,1,2.77,0.071,0,1,2.5
12,1,2,19,28,4,4.82,0.679,0,0,10.4
19,0,2,11,28,9,2.48,0.393,1,0,5.4
22,1,6,22,28,6,2.09,0.786,1,0,61.4
13,3,2,20,28,11,3.14,0.714,1,0,54.0
17,6,2,12,28,11,3.58,0.429,0,1,2.4
11,1,2,2,28,0,3.38,0.071,0,0,5.4
21,0,2,24,28,6,1.97,0.857,1,0,59.7
15,4,4,11,28,9,4.14,0.393,1,0,6.6
14,1,1,20,28,14,2.18,0.714,1,0,59.5
11,5,2,6,28,3,2.93,0.214,0,1,6.2
12,4,5,12,28,1,4.58,0.429,0,0,7.0
21,3,3,0,28,5,4.95,0.0,1,0,6.9
11,4,1,17,28,6,2.35,0.607,0,0,16.9
11,3,1,3,28,4,2.25,0.107,0,0,4.4
11,1,2,14,28,5,4.8,0.5,0,0,7.6
21,4,5,7,28,6,3.07,0.25,1,0,6.0
12,3,6,16,28,10,1.53,0.571,0,0,36.8
20,5,2,18,28,7,4.54,0.643,1,1,31.8
17,5,2,16,28,3,3.97,0.571,0,1,5.1
22,0,2,11,28,0,4.09,0.393,1,0,6.0
22,0,5,16,28,3,4.97,0.571,1,0,13.6
22,6,2,1,28,9,4.99,0.036,1,1,6.7
22,5,2,13,28,7,4.64,0.464,1,1,5.5
13,2,2,3,28,2,1.87,0.107,1,0,7.8
17,5,2,15,28,3,2.34,0.536,0,1,5.0
12,4,4,20,28,14,4.15,0.714,0,0,64.5
16,2,3,22,28,6,4.36,0.786,0,0,31.3
15,6,2,6,28,13,2.08,0.214,1,1,2.3
20,5,5,9,28,1,4.72,0.321,1,1,5.2
20,6,4,0,28,13,1.83,0.0,1,1,3.0
18,1,4,5,28,14,3.85,0.179,0,0,7.9
18,2,6,2,28,5,2.6,0.071,0,0,7.8
20,3,4,12,28,7,3.36,0.429,1,0,4.1
16,5,4,0,28,8,3.98,0.0,0,1,4.9
11,2,2,22,28,12,3.7,0.786,0,0,51.0
18,3,5,11,28,10,4.31,0.393,0,0,4.6
11,1,5,8,28,11,1.52,0.286,0,0,4.8
21,0,2,0,28,3,2.54,0.0,1,0,5.4
12,2,4,14,28,2,1.93,0.5,0,0,5.0
17,0,2,12,28,2,3.18,0.429,0,0,5.4
17,1,4,10,28,9,3.34,0.357,0,0,2.6
20,6,8,18,28,11,4.06,0.643,1,1,95.2
22,4,4,4,28,13,4.7,0.143,1,0,7.9
21,4,10,11,28,6,4.45,0.393,1,0,6.9
17,4,2,3,28,13,2.54,0.107,0,0,7.2
11,5,1,7,28,6,2.34,0.25,0,1,6.1
11,6,3,15,28,4,4.27,0.536,0,1,11.2
20,4,2,13,28,9,1.82,0.464,1,0,2.8
11,4,5,19,28,3,4.39,0.679,0,0,9.7
22,4,2,15,28,12,1.57,0.536,1,0,33.5
13,4,5,3,28,5,3.87,0.107,1,0,7.7
12,3,8,4,28,10,2.58,0.143,0,0,3.2
15,3,5,15,28,7,2.4,0.536,1,0,29.0
12,6,3,3,28,2,2.05,0.107,0,1,7.2
16,0,6,20,28,8,3.82,0.714,0,0,44.7
17,6,3,7,28,5,2.87,0.25,0,1,5.5
16,2,2,6,28,11,4.81,0.214,0,0,2.6
12,4,3,6,28,7,4.89,0.214,0,0,7.9
12,5,2,21,28,3,1.78,0.75,0,1,16.7
13,0,2,9,28,1,3.34,0.321,1,0,6.7
21,0,2,14,28,9,4.47,0.5,1,0,23.0
19,0,4,22,28,10,4.68,0.786,1,0,83.3
12,6,5,11,28,10,3.29,0.393,0,1,6.0
12,6,3,2,28,1,3.26,0.071,0,1,4.0
11,3,3,5,28,10,2.33,0.179,0,0,7.1
17,1,2,20,28,6,4.46,0.714,0,0,22.8
21,5,4,10,28,3,4.98,0.357,1,1,6.1
20,4,2,7,28,1,3.33,0.25,1,0,7.4
14,0,3,13,28,10,2.92,0.464,1,0,3.4
21,5,4,21,28,4,2.23,0.75,1,1,33.9
11,1,4,2,28,1,3.47,0.071,0,0,5.8
16,1,2,21,28,2,2.36,0.75,0,0,7.2
19,2,6,19,28,7,3.82,0.679,1,0,53.6
16,1,4,16,28,6,2.71,0.571,0,0,16.0
18,1,5,18,28,0,3.48,0.643,0,0,5.0
19,5,2,20,28,9,4.47,0.714,1,1,59.4
12,4,2,24,28,10,4.56,0.857,0,0,72.4
15,1,2,0,28,13,4.29,0.0,1,0,3.8
22,1,4,0,28,2,2.99,0.0,1,0,3.1
14,5,4,6,28,13,4.37,0.214,1,1,8.0
20,2,3,13,28,10,4.57,0.464,1,0,3.8
15,5,2,6,28,7,3.31,0.214,1,1,3.4
21,4,4,23,28,7,4.28,0.821,1,0,74.3
16,3,2,1,28,7,4.58,0.036,0,0,7.0
21,5,1,12,28,0,3.65,0.429,1,1,2.6
20,1,3,20,28,4,3.16,0.714,1,0,21.8
11,0,4,5,28,0,2.98,0.179,0,0,7.5
17,5,4,8,28,11,1.55,0.286,0,1,2.5
12,5,2,21,28,1,3.7,0.75,0,1,5.0
13,5,2,3,28,12,2.82,0.107,1,1,2.0
14,0,2,17,28,5,1.76,0.607,1,0,21.4
19,1,2,11,28,2,2.87,0.393,1,0,5.1
11,6,2,21,28,2,3.61,0.75,0,1,5.0
15,0,5,0,28,12,3.74,0.0,1,0,6.9
19,6,6,24,28,9,2.4,0.857,1,1,120.0
20,2,2,0,28,12,1.96,0.0,1,0,6.6
18,0,1,12,28,8,3.53,0.429,0,0,4.1
14,0,4,2,28,2,4.94,0.071,1,0,5.8
12,1,4,0,28,13,2.65,0.0,0,0,2.5
19,5,2,23,28,2,2.83,0.821,1,1,22.4
18,3,2,16,28,8,2.45,0.571,0,0,19.5
14,4,2,10,28,11,3.62,0.357,1,0,5.7
11,1,10,9,28,6,1.69,0.321,0,0,7.1
19,0,2,23,28,5,1.79,0.821,1,0,39.4
17,0,1,24,28,2,4.22,0.857,0,0,12.6
11,5,2,13,28,3,3.37,0.464,0,1,6.9
22,0,3,9,28,2,1.85,0.321,1,0,6.7
22,0,1,17,28,14,3.64,0.607,1,0,47.3
18,5,6,8,28,4,4.86,0.286,0,1,2.2
16,5,4,23,28,8,3.85,0.821,0,1,68.3
13,3,4,6,28,11,4.18,0.214,1,0,6.6
19,5,2,2,28,0,3.0,0.071,1,1,4.5
15,1,2,23,28,9,3.96,0.821,1,0,63.3
21,1,3,11,28,7,2.22,0.393,1,0,3.9
21,5,6,1,28,10,3.27,0.036,1,1,7.8
14,4,4,7,28,5,3.88,0.25,1,0,4.1
15,6,1,22,28,12,3.11,0.786,1,1,80.2
13,6,6,20,28,12,3.65,0.714,1,1,110.1
14,6,6,11,28,0,2.7,0.393,1,1,2.6
18,6,4,18,28,14,4.91,0.643,0,1,63.4
11,0,5,17,28,7,3.78,0.607,0,0,24.2
21,3,1,11,28,8,4.71,0.393,1,0,7.5
13,5,3,1,28,6,3.24,0.036,1,1,4.4
16,1,2,7,28,9,4.21,0.25,0,0,4.0
22,3,2,7,28,11,2.03,0.25,1,0,7.0
19,0,2,7,28,10,1.68,0.25,1,0,4.4
15,3,2,15,28,8,4.13,0.536,1,0,24.6
11,4,6,6,28,1,3.51,0.214,0,0,5.0
16,1,3,16,28,11,4.14,0.571,0,0,28.4
22,3,8,7,28,0,3.89,0.25,1,0,7.6
19,1,5,6,28,12,3.55,0.214,1,0,6.4
15,6,2,15,28,12,3.37,0.536,1,1,39.2
12,3,2,18,28,2,3.52,0.643,0,0,8.6
13,2,2,19,28,11,3.48,0.679,1,0,45.8
22,1,2,15,28,10,4.49,0.536,1,0,25.7
11,0,4,24,28,12,3.02,0.857,0,0,107.7
21,5,5,4,28,11,3.58,0.143,1,1,3.6
21,6,1,19,28,4,3.47,0.679,1,1,14.4
14,6,3,7,28,7,2.14,0.25,1,1,3.5
12,3,4,22,28,12,2.31,0.786,0,0,72.3
17,1,3,3,28,14,3.14,0.107,0,0,5.4
12,2,2,0,28,14,4.05,0.0,0,0,7.2
21,4,4,21,28,2,2.54,0.75,1,0,14.4
16,1,2,18,28,6,3.43,0.643,0,0,21.5
21,4,2,17,28,8,3.89,0.607,1,0,30.9
14,0,2,14,28,5,2.45,0.5,1,0,12.8
14,3,4,23,28,13,2.88,0.821,1,0,120.0
13,1,2,4,28,1,4.32,0.143,1,0,3.2
12,1,2,22,28,3,4.97,0.786,0,0,15.7
22,6,5,10,28,13,1.56,0.357,1,1,3.1
12,5,6,14,28,10,4.85,0.5,0,1,43.9
13,1,2,4,28,8,2.54,0.143,1,0,4.2
21,5,4,15,28,1,4.55,0.536,1,1,7.1
13,2,3,12,28,1,4.4,0.429,1,0,7.9
15,6,2,8,28,3,4.84,0.286,1,1,4.0
21,5,2,20,28,12,3.82,0.714,1,1,71.4
14,3,6,4,28,5,4.81,0.143,1,0,3.3
20,4,4,4,28,8,3.15,0.143,1,0,2.1
17,3,2,18,28,14,3.82,0.643,0,0,41.1
21,4,4,10,28,10,3.55,0.357,1,0,6.7
17,4,4,2,28,11,3.83,0.071,0,0,7.4
16,4,6,5,28,13,3.81,0.179,0,0,5.3
18,2,3,8,28,10,1.62,0.286,0,0,5.2
13,1,2,4,28,8,2.83,0.143,1,0,7.1
16,2,2,4,28,7,3.9,0.143,0,0,5.2
21,4,6,9,28,14,2.86,0.321,1,0,4.6
20,1,1,15,28,5,3.03,0.536,1,0,19.9
17,3,4,18,28,2,3.15,0.643,0,0,10.7
18,2,4,0,28,3,4.53,0.0,0,0,7.3
21,2,1,7,28,5,2.48,0.25,1,0,7.5
18,5,5,20,28,6,4.56,0.714,0,1,34.8
22,3,4,8,28,3,4.03,0.286,1,0,4.5
14,5,1,21,28,0,3.6,0.75,1,1,5.0
20,2,4,19,28,3,1.83,0.679,1,0,15.5
15,5,2,24,28,12,2.5,0.857,1,1,120.0
20,1,2,13,28,0,2.34,0.464,1,0,6.1
12,1,2,7,28,9,2.88,0.25,0,0,3.1
18,4,3,17,28,2,4.46,0.607,0,0,10.9
19,4,3,14,28,3,2.9,0.5,1,0,11.5
21,4,6,5,28,12,4.52,0.179,1,0,3.0
18,0,2,1,28,14,3.54,0.036,0,0,2.3
12,3,4,23,28,13,4.59,0.821,0,0,94.7
15,1,2,2,28,14,2.89,0.071,1,0,3.3
11,3,5,21,28,10,3.89,0.75,0,0,62.8
22,1,3,24,28,8,4.03,0.857,1,0,85.1
19,6,2,19,28,7,4.78,0.679,1,1,36.5
21,1,4,9,28,13,1.99,0.321,1,0,7.3
12,2,4,13,28,5,2.61,0.464,0,0,5.8
20,5,2,18,28,12,4.1,0.643,1,1,53.1
20,3,4,8,28,4,4.66,0.286,1,0,7.4
19,6,6,2,28,9,4.4,0.071,1,1,5.4
12,2,3,22,28,6,2.1,0.786,0,0,31.3
12,6,4,2,28,4,4.12,0.071,0,1,6.0
16,5,3,16,28,0,3.41,0.571,0,1,5.0
18,5,2,3,28,0,1.89,0.107,0,1,6.9
11,3,5,4,28,4,4.28,0.143,0,0,6.0
20,4,2,7,28,0,2.03,0.25,1,0,5.7
15,4,3,19,28,7,4.91,0.679,1,0,32.3
12,2,4,2,28,12,4.37,0.071,0,0,4.1
12,1,2,4,28,13,4.17,0.143,0,0,4.9
20,5,6,19,28,6,2.38,0.679,1,1,46.0
15,0,4,18,28,14,4.94,0.643,1,0,64.3
16,4,2,20,28,5,4.84,0.714,0,0,15.5
11,4,8,0,28,12,3.18,0.0,0,0,6.0
13,1,4,7,28,0,3.94,0.25,1,0,2.3
18,5,5,23,28,12,2.63,0.821,0,1,120.0
18,4,4,3,28,0,3.28,0.107,0,0,8.0
17,4,10,19,28,0,2.2,0.679,0,0,5.0
20,5,4,15,28,0,2.52,0.536,1,1,5.0
14,5,4,22,28,11,2.11,0.786,1,1,109.5
16,4,3,11,28,3,3.8,0.393,0,0,7.5
12,2,2,9,28,0,3.5,0.321,0,0,4.7
13,0,8,6,28,4,3.17,0.214,1,0,5.2
11,2,3,16,28,2,2.71,0.571,0,0,7.7
17,2,2,16,28,6,4.48,0.571,0,0,8.3
18,4,3,18,28,10,3.32,0.643,0,0,30.0
21,4,4,22,28,10,3.99,0.786,1,0,87.5
19,0,3,11,28,10,3.02,0.393,1,0,5.7
22,0,3,17,28,3,3.26,0.607,1,0,13.1
19,1,2,9,28,8,2.59,0.321,1,0,7.7
13,0,4,9,28,1,2.09,0.321,1,0,7.9
22,2,2,17,28,0,4.56,0.607,1,0,5.0
14,1,2,14,28,6,4.51,0.5,1,0,18.4
20,0,4,7,28,5,2.64,0.25,1,0,5.4
19,1,3,8,28,13,2.35,0.286,1,0,7.0
13,2,2,14,28,12,4.55,0.5,1,0,32.7
16,4,3,1,28,13,3.0,0.036,0,0,4.2
13,3,2,19,28,7,3.48,0.679,1,0,31.2
22,1,2,21,28,7,3.45,0.75,1,0,40.2
16,3,2,5,28,11,3.97,0.179,0,0,6.8
19,5,2,11,28,8,4.4,0.393,1,1,6.2
18,2,4,5,28,5,1.92,0.179,0,0,3.9
11,2,2,14,28,7,4.04,0.5,0,0,17.6
15,4,2,13,28,1,2.33,0.464,1,0,4.6
13,5,4,14,28,0,3.26,0.5,1,1,7.4
16,4,5,20,28,12,4.02,0.714,0,0,61.2
14,2,2,1,28,2,3.29,0.036,1,0,2.6
18,5,2,5,28,6,4.81,0.179,0,1,2.0
14,3,4,13,28,10,4.41,0.464,1,0,2.7
11,3,6,18,28,7,1.62,0.643,0,0,27.7
14,4,3,8,28,6,3.66,0.286,1,0,6.7
14,1,2,21,28,2,4.88,0.75,1,0,10.1
15,2,4,12,28,11,4.86,0.429,1,0,5.8
13,6,3,19,28,4,3.54,0.679,1,1,22.7
20,1,8,13,28,3,3.42,0.464,1,0,2.0
22,1,2,1,28,6,2.39,0.036,1,0,3.8
11,5,2,8,28,14,2.41,0.286,0,1,6.5
15,3,4,0,28,3,3.0,0.0,1,0,5.8
18,4,6,0,28,14,4.42,0.0,0,0,2.9
15,1,6,7,28,10,2.65,0.25,1,0,2.8
13,3,4,6,28,10,4.37,0.214,1,0,3.7
20,6,2,23,28,8,2.77,0.821,1,1,80.1
21,6,6,20,28,0,3.35,0.714,1,1,5.0
11,1,3,3,28,12,3.69,0.107,0,0,6.9
20,2,5,19,28,6,2.46,0.679,1,0,37.1
21,5,2,21,28,5,2.9,0.75,1,1,29.7
22,5,3,12,28,10,1.87,0.429,1,1,7.4
18,1,2,7,28,7,1.68,0.25,0,0,4.1
12,1,5,20,28,14,2.81,0.714,0,0,73.6
16,2,5,12,28,12,1.61,0.429,0,0,2.3
20,2,2,0,28,9,3.33,0.0,1,0,4.0
14,1,8,2,28,6,3.79,0.071,1,0,2.3
12,6,4,16,28,13,1.58,0.571,0,1,47.5
12,6,4,22,28,11,2.21,0.786,0,1,76.2
12,1,2,0,28,5,3.87,0.0,0,0,4.1
13,2,2,6,28,12,2.49,0.214,1,0,4.3
21,6,3,1,28,9,3.64,0.036,1,1,6.3
11,6,5,11,28,4,3.02,0.393,0,1,2.5
16,1,3,5,28,7,2.42,0.179,0,0,5.9
19,5,4,6,28,2,1.85,0.214,1,1,3.9
20,1,2,9,28,12,3.47,0.321,1,0,6.0
13,4,5,23,28,5,4.15,0.821,1,0,57.6
13,6,2,11,28,13,1.83,0.393,1,1,2.3
11,1,6,4,28,12,1.73,0.143,0,0,4.5
22,5,10,13,28,10,2.57,0.464,1,1,4.2
22,4,4,24,28,3,4.88,0.857,1,0,39.2
11,6,4,19,28,5,2.57,0.679,0,1,22.0
17,1,2,18,28,3,2.27,0.643,0,0,10.6
14,1,2,8,28,8,3.71,0.286,1,0,2.5
12,1,2,8,28,2,4.79,0.286,0,0,6.6
22,4,10,9,28,1,4.64,0.321,1,0,4.6
13,0,3,2,28,9,1.88,0.071,1,0,3.6
16,4,3,1,28,13,1.59,0.036,0,0,6.1
18,0,2,3,28,1,4.07,0.107,0,0,7.6
13,5,2,16,28,1,4.04,0.571,1,1,5.0
21,6,2,15,28,0,2.45,0.536,1,1,5.0
17,2,2,5,28,5,2.43,0.179,0,0,2.6
16,1,1,19,28,8,4.11,0.679,0,0,21.6
13,2,4,24,28,3,3.53,0.857,1,0,37.3
18,0,2,2,28,6,4.76,0.071,0,0,5.6
22,4,6,5,28,10,2.74,0.179,1,0,4.3
14,4,4,12,28,13,4.02,0.429,1,0,2.1
13,0,2,17,28,2,1.9,0.607,1,0,7.7
17,1,2,8,28,12,4.69,0.286,0,0,4.3
18,1,2,24,28,8,2.25,0.857,0,0,59.7
16,5,4,1,28,12,4.76,0.036,0,1,5.1
22,4,2,3,28,0,3.25,0.107,1,0,2.6
12,0,3,12,28,1,3.48,0.429,0,0,6.1
19,2,4,3,28,9,1.68,0.107,1,0,5.0
19,2,2,21,28,7,2.14,0.75,1,0,39.6
17,2,3,16,28,0,2.96,0.571,0,0,5.0
19,1,2,1,28,10,2.85,0.036,1,0,2.3
19,3,4,2,28,12,3.39,0.071,1,0,3.2
14,1,4,1,28,12,4.77,0.036,1,0,7.1
11,6,2,19,28,4,4.99,0.679,0,1,16.2
18,2,2,4,28,12,2.75,0.143,0,0,4.2
14,4,4,15,28,5,1.51,0.536,1,0,23.1
20,3,4,8,28,1,4.5,0.286,1,0,3.4
19,0,2,5,28,12,4.79,0.179,1,0,4.0
12,1,4,9,28,5,3.23,0.321,0,0,4.2
14,3,2,20,28,1,1.72,0.714,1,0,10.2
17,6,2,0,28,11,1.69,0.0,0,1,3.1
20,0,3,6,28,8,1.53,0.214,1,0,7.9
22,3,4,0,28,9,3.48,0.0,1,0,6.2
11,6,6,18,28,0,4.83,0.643,0,1,5.0
11,0,2,4,28,1,4.04,0.143,0,0,5.1
15,1,3,20,28,14,2.5,0.714,1,0,80.1
15,1,2,17,28,4,4.2,0.607,1,0,13.2
19,1,2,24,28,14,2.52,0.857,1,0,120.0
15,4,3,0,28,12,2.67,0.0,1,0,6.7
19,4,3,9,28,4,4.7,0.321,1,0,6.5
18,6,3,13,28,14,4.41,0.464,0,1,3.1
17,3,2,10,28,12,2.97,0.357,0,0,7.0
17,2,2,19,28,0,2.48,0.679,0,0,5.0
18,0,2,11,28,3,2.32,0.393,0,0,4.7
21,4,10,24,28,6,2.85,0.857,1,0,120.0
11,4,2,3,28,1,3.0,0.107,0,0,7.2
18,6,1,17,28,5,1.83,0.607,0,1,19.0
16,2,6,13,28,4,3.82,0.464,0,0,6.1
17,0,1,16,28,11,4.25,0.571,0,0,23.0
18,4,6,2,28,1,2.36,0.071,0,0,5.0
21,3,4,13,28,12,3.83,0.464,1,0,7.6
22,5,2,5,28,1,4.49,0.179,1,1,3.2
14,4,2,24,28,14,1.93,0.857,1,0,120.0
17,3,2,3,28,2,1.71,0.107,0,0,3.9
19,3,2,9,28,4,3.11,0.321,1,0,3.5
12,2,4,21,28,6,2.56,0.75,0,0,32.1
19,5,5,1,28,2,4.61,0.036,1,1,3.3
21,3,4,22,28,0,4.51,0.786,1,0,5.0
11,3,5,14,28,5,4.31,0.5,0,0,12.1
17,4,2,12,28,2,1.82,0.429,0,0,5.1
14,0,3,21,28,4,3.45,0.75,1,0,21.3
12,6,3,19,28,5,4.48,0.679,0,1,15.6
20,2,4,18,28,10,3.79,0.643,1,0,53.5
18,2,10,5,28,3,2.04,0.179,0,0,2.8
12,3,4,17,28,1,1.57,0.607,0,0,8.5
12,0,2,10,28,10,2.33,0.357,0,0,3.4
22,5,2,0,28,8,1.87,0.0,1,1,6.1
13,3,3,9,28,2,3.74,0.321,1,0,5.4
18,0,6,18,28,14,4.1,0.643,0,0,62.2
12,2,3,15,28,7,4.61,0.536,0,0,20.1
21,1,2,11,28,0,1.88,0.393,1,0,4.5
22,3,1,8,28,0,2.54,0.286,1,0,7.1
16,1,3,7,28,13,3.24,0.25,0,0,2.2
22,6,3,8,28,2,1.58,0.286,1,1,7.6
18,3,5,15,28,9,2.43,0.536,0,0,29.8
16,6,4,1,28,11,3.64,0.036,0,1,6.3
13,1,4,23,28,11,2.0,0.821,1,0,107.6
15,1,2,15,28,8,3.41,0.536,1,0,29.2
20,6,2,10,28,6,2.37,0.357,1,1,5.7
20,1,3,11,28,1,2.39,0.393,1,0,2.4
15,4,2,6,28,8,1.81,0.214,1,0,3.7
22,5,4,12,28,13,3.09,0.429,1,1,3.9
21,0,5,18,28,6,3.29,0.643,1,0,34.9
15,1,2,23,28,7,4.94,0.821,1,0,57.7
19,0,1,14,28,13,3.5,0.5,1,0,29.2
12,2,3,16,28,4,2.29,0.571,0,0,13.7
21,5,3,1,28,14,4.62,0.036,1,1,7.9
18,5,3,13,28,14,4.25,0.464,0,1,2.7
11,2,2,7,28,10,4.25,0.25,0,0,3.9
12,1,2,20,28,12,2.27,0.714,0,0,44.6
14,4,8,4,28,13,2.16,0.143,1,0,3.3
18,0,2,18,28,13,4.26,0.643,0,0,33.9
